LookupTime,FSSTime,MultiplicationTime,RotationTime,AdditionTime,o
8.424083ms,113.917µs,429.083µs,7.096043ms,101.166µs,[1]
8.505792ms,114.708µs,427.334µs,7.160833ms,103.292µs,[1]
9.36825ms,114.5µs,452.084µs,7.956166ms,103.168µs,[1]
8.425792ms,117.708µs,425.542µs,7.029416ms,101.667µs,[1]
8.460125ms,114.792µs,439.417µs,7.091832ms,101.416µs,[1]
8.465917ms,114.25µs,435.708µs,7.10825ms,115.541µs,[1]
8.559208ms,114.708µs,434.291µs,7.161124ms,103.121µs,[1]
8.516792ms,114.459µs,437.25µs,7.145042ms,103.291µs,[1]
8.382ms,117.625µs,427.791µs,7.021376ms,104.749µs,[1]
8.570833ms,114.542µs,440.75µs,7.150416ms,102.292µs,[1]
8.511459ms,114.334µs,429.833µs,7.154959ms,115.917µs,[1]
8.521458ms,115.416µs,425.334µs,7.134376ms,102.958µs,[1]
8.453417ms,113.917µs,427.875µs,7.097086ms,102.04µs,[1]
8.401417ms,114.417µs,443.5µs,7.058625ms,102.085µs,[1]
8.546667ms,115.292µs,430.209µs,7.194498ms,103.206µs,[1]
8.474291ms,113.917µs,454.25µs,7.091128ms,102.081µs,[1]
8.487167ms,115.958µs,425.833µs,7.057289ms,102.208µs,[1]
8.750916ms,115.917µs,448.375µs,7.337416ms,104.416µs,[1]
8.452541ms,114.75µs,429µs,7.108917ms,110.081µs,[1]
8.435041ms,115.167µs,451.583µs,7.047791ms,101.707µs,[1]
8.5555ms,114.375µs,448.833µs,7.134541ms,101.75µs,[1]
8.396917ms,115.291µs,426.75µs,7.022334ms,106.915µs,[1]
8.495417ms,114.875µs,436.208µs,7.110667ms,102.292µs,[1]
8.489625ms,114.209µs,435µs,7.140958ms,102.416µs,[1]
8.537625ms,115.583µs,433.291µs,7.149961ms,102.582µs,[1]
8.51375ms,114.458µs,432.75µs,7.142541ms,101.5µs,[1]
8.419417ms,116.834µs,439.416µs,7.048668ms,101.622µs,[1]
8.553375ms,114.5µs,444.375µs,7.165498ms,103.542µs,[1]
8.516875ms,114.542µs,433.667µs,7.157749ms,109.377µs,[1]
9.428167ms,115.041µs,426.5µs,7.166334ms,103.334µs,[1]
8.413125ms,114.208µs,429.583µs,7.047874ms,101.957µs,[1]
8.416542ms,114.333µs,435.292µs,7.079417ms,100.501µs,[1]
8.529875ms,114.458µs,429.5µs,7.196791ms,102.582µs,[1]
8.555291ms,113.959µs,438.167µs,7.223082ms,101.459µs,[1]
8.382917ms,118.083µs,428µs,7.021999ms,103.25µs,[1]
8.3495ms,114.792µs,426.458µs,7.025002ms,102.042µs,[1]
9.0665ms,115.75µs,429.958µs,7.024166ms,103.042µs,[1]
8.433167ms,115.375µs,430.542µs,7.077875ms,102.167µs,[1]
8.400958ms,115.125µs,429.167µs,7.036167ms,103.164µs,[1]
8.393625ms,116.166µs,428.834µs,7.052833ms,102.25µs,[0]
8.381542ms,114.667µs,429.417µs,7.034542ms,101.791µs,[1]
8.408208ms,114.042µs,435.584µs,7.075708ms,104.083µs,[1]
8.416458ms,115.25µs,427.5µs,7.057916ms,102.25µs,[1]
9.676792ms,114.917µs,426µs,7.053375ms,102.792µs,[1]
8.382916ms,114.458µs,438.292µs,7.040168ms,104.501µs,[1]
8.536542ms,114.416µs,430.625µs,7.189709ms,103.623µs,[1]
8.524417ms,113.875µs,428.75µs,7.169666ms,100.667µs,[1]
8.458625ms,117.041µs,429.292µs,7.056709ms,100.666µs,[1]
8.372208ms,114.875µs,424.75µs,7.025833ms,102.999µs,[1]
8.320458ms,114.542µs,425.209µs,6.99675ms,102.875µs,[1]
8.821834ms,115.625µs,425.833µs,7.479709ms,106.461µs,[1]
8.351291ms,114.667µs,433.042µs,7.011626ms,102.624µs,[1]
8.36725ms,115.5µs,427.417µs,7.01996ms,102.874µs,[1]
8.406875ms,114.541µs,430.292µs,7.038832ms,102.294µs,[1]
8.378542ms,114.291µs,426.375µs,7.042001ms,102.667µs,[1]
8.446417ms,114.916µs,429µs,7.093165ms,103.876µs,[1]
8.573375ms,114.417µs,433.792µs,7.179834ms,101.418µs,[1]
9.341833ms,116.25µs,427.125µs,7.969209ms,102.792µs,[1]
8.505667ms,114.542µs,439.125µs,7.108837ms,101.667µs,[1]
8.426917ms,116.084µs,438.125µs,7.067126ms,109.168µs,[1]
8.599834ms,117.292µs,463.791µs,7.17475ms,103.626µs,[1]
8.812833ms,115.625µs,461.458µs,7.419748ms,108.292µs,[1]
8.421959ms,115.584µs,437.792µs,7.047374ms,102.541µs,[1]
8.445333ms,115.333µs,443µs,7.070168ms,102.251µs,[1]
9.011667ms,115.834µs,1.039833ms,7.056209ms,102.791µs,[1]
8.476125ms,115.834µs,432.916µs,7.109501ms,101.667µs,[1]
8.413583ms,115.042µs,428.833µs,7.055128ms,102.04µs,[1]
8.396542ms,115.416µs,431.666µs,7.0425ms,107.416µs,[1]
8.46475ms,115.875µs,437.125µs,7.097791ms,103.163µs,[1]
8.467334ms,117.375µs,430.833µs,7.111375ms,101.958µs,[1]
8.419333ms,117.083µs,427µs,7.027001ms,102.125µs,[1]
8.429208ms,114.417µs,445.208µs,7.058457ms,103.539µs,[1]
8.428542ms,114.584µs,440.875µs,7.070999ms,102.499µs,[1]
8.494583ms,114.416µs,431.334µs,7.129751ms,101.458µs,[1]
8.525459ms,114.083µs,425.125µs,7.124042ms,103.541µs,[1]
8.39175ms,116.625µs,425.334µs,7.047206ms,103.293µs,[1]
8.430084ms,114.916µs,429.042µs,7.061751ms,102.292µs,[1]
8.498375ms,114.208µs,432.458µs,7.128167ms,101.169µs,[1]
8.539125ms,114.917µs,429.459µs,7.124084ms,102.082µs,[1]
8.498958ms,114.333µs,427.541µs,7.121915ms,101.999µs,[1]
8.411292ms,114.083µs,425.25µs,7.07225ms,110.085µs,[1]
8.468ms,114.625µs,429.166µs,7.133166ms,102.624µs,[1]
8.609209ms,114.292µs,435.375µs,7.204918ms,109.041µs,[1]
8.54325ms,115.209µs,428µs,7.070167ms,103.709µs,[1]
8.942ms,114.583µs,434.791µs,7.556832ms,117.791µs,[1]
8.414083ms,114.208µs,427.75µs,7.070917ms,109.627µs,[1]
8.555333ms,114.709µs,443.584µs,7.141918ms,101.333µs,[1]
8.530833ms,113.75µs,438.833µs,7.168294ms,106.542µs,[1]
8.353333ms,115.583µs,427.5µs,7.024958ms,103.832µs,[1]
8.548875ms,114.208µs,433.084µs,7.155501ms,101.794µs,[1]
8.513667ms,114.041µs,425.5µs,7.175916ms,108.502µs,[1]
9.511041ms,115.542µs,427µs,8.124417ms,103.083µs,[1]
8.510125ms,114.542µs,432.333µs,7.111751ms,101.125µs,[1]
8.402459ms,116.459µs,439.125µs,7.044496ms,101.21µs,[1]
8.411625ms,114.834µs,437.958µs,7.030042ms,103.084µs,[1]
8.360166ms,114.25µs,429.25µs,7.018668ms,100.666µs,[1]
8.413958ms,115.167µs,427.542µs,7.047377ms,101.458µs,[1]
8.383208ms,114.917µs,426.375µs,7.049291ms,101.541µs,[1]
9.124583ms,114.875µs,433.292µs,7.778041ms,103.208µs,[1]
8.444666ms,114.667µs,437.917µs,7.093875ms,103.003µs,[1]
8.438917ms,114.584µs,429.875µs,7.076498ms,102.498µs,[1]
8.433833ms,117.25µs,424.458µs,7.036001ms,101.96µs,[1]
8.489333ms,114.416µs,451µs,7.062211ms,115.29µs,[1]
8.477917ms,114.208µs,443µs,7.125335ms,103.374µs,[1]
8.47075ms,115.792µs,435.167µs,7.119082ms,102.334µs,[1]
8.445833ms,114.917µs,433.375µs,7.099584ms,103.876µs,[1]
8.39075ms,118.584µs,426.833µs,7.025083ms,101.958µs,[1]
8.470667ms,119.625µs,431.666µs,7.067ms,102.792µs,[1]
8.558208ms,114.084µs,435.958µs,7.191624ms,101.414µs,[1]
8.460917ms,115.625µs,429.208µs,7.06821ms,103.544µs,[1]
8.4525ms,114.208µs,425.084µs,7.09425ms,101.209µs,[1]
8.421292ms,114.5µs,437.083µs,7.080541ms,103.583µs,[1]
8.474ms,114.417µs,431.5µs,7.132043ms,102.669µs,[1]
8.524417ms,114.084µs,442.333µs,7.115002ms,106.917µs,[1]
8.471ms,116.833µs,430.792µs,7.022667ms,102.749µs,[1]
8.431ms,114.375µs,442.209µs,7.057957ms,101.416µs,[1]
8.473458ms,114.5µs,424.791µs,7.150252ms,102.167µs,[1]
8.562875ms,114.667µs,444.167µs,7.15654ms,109.543µs,[1]
8.927667ms,115.292µs,430.417µs,7.120126ms,109.457µs,[1]
8.430959ms,115.667µs,433.667µs,7.019333ms,101.375µs,[1]
8.413ms,115.542µs,432.708µs,7.036623ms,101.918µs,[1]
8.474709ms,114.333µs,445.791µs,7.113959ms,101.334µs,[1]
8.43475ms,122.958µs,424.209µs,7.065541ms,101.251µs,[1]
8.457459ms,114.458µs,429.083µs,7.114586ms,102.083µs,[1]
8.371167ms,114.542µs,433.417µs,7.044501ms,101.626µs,[1]
9.435667ms,115.125µs,426.833µs,7.144706ms,102.625µs,[1]
8.448708ms,114.792µs,428.75µs,7.084709ms,121.167µs,[1]
8.458292ms,117.417µs,428.042µs,7.047502ms,101.791µs,[1]
8.497125ms,115µs,442.292µs,7.098915ms,102.707µs,[1]
8.410958ms,114.042µs,424.792µs,7.067707ms,109.042µs,[1]
8.534792ms,115.375µs,440.625µs,7.124875ms,103.208µs,[1]
8.374375ms,116.041µs,431.792µs,7.033582ms,102.416µs,[1]
9.306625ms,115.625µs,429.333µs,7.038751ms,101.667µs,[1]
8.48425ms,114.417µs,428.542µs,7.111459ms,103.46µs,[1]
8.480959ms,115.375µs,441.125µs,7.117ms,101.417µs,[1]
8.56275ms,116.833µs,437.167µs,7.168375ms,103.167µs,[1]
8.604166ms,118.333µs,444.833µs,7.200291ms,106.834µs,[1]
8.599125ms,115.625µs,446.875µs,7.172667ms,102.415µs,[1]
8.424791ms,116.167µs,430.083µs,7.059626ms,101.916µs,[1]
9.325875ms,115.917µs,440.291µs,7.941624ms,113.166µs,[1]
8.650292ms,115.625µs,457.584µs,7.171208ms,104.75µs,[1]
8.51975ms,114µs,429.875µs,7.135835ms,103.458µs,[1]
8.465708ms,115.791µs,428.167µs,7.03671ms,101.083µs,[1]
8.478ms,116.5µs,444.625µs,7.097291ms,102.001µs,[1]
8.541291ms,114.084µs,426.292µs,7.198001ms,102.874µs,[1]
8.523833ms,120.583µs,427.25µs,7.137669ms,102.334µs,[1]
9.499417ms,114.458µs,427.5µs,8.131501ms,103.5µs,[1]
8.404875ms,115.917µs,450.042µs,7.037918ms,101.459µs,[1]
8.542666ms,114.584µs,449.292µs,7.16875ms,104.084µs,[1]
8.525792ms,113.708µs,440.709µs,7.162167ms,102.583µs,[1]
8.403167ms,115µs,429.833µs,7.059251ms,102.043µs,[1]
8.387833ms,113.958µs,426.917µs,7.032166ms,101.332µs,[1]
8.400833ms,114.375µs,427.25µs,7.068ms,102.876µs,[1]
9.1695ms,115.208µs,426.417µs,7.836664ms,102.041µs,[1]
8.3755ms,114.25µs,427.416µs,7.031748ms,102.542µs,[1]
8.422792ms,116.833µs,433.208µs,7.028249ms,103.207µs,[1]
8.422542ms,113.917µs,440.209µs,7.063664ms,101.665µs,[1]
8.362125ms,114.459µs,426.708µs,7.026501ms,103.376µs,[1]
8.3895ms,114.708µs,427.041µs,7.055333ms,101.959µs,[1]
8.44375ms,115.5µs,428.084µs,7.09525ms,101.667µs,[1]
8.381917ms,114.917µs,432.709µs,7.034333ms,101.584µs,[1]
8.484667ms,115µs,452.625µs,7.109625ms,103.041µs,[1]
8.554541ms,114.084µs,440.916µs,7.158583ms,102.041µs,[1]
8.405584ms,114.958µs,427.916µs,7.03621ms,101.334µs,[1]
8.530375ms,114.458µs,452.958µs,7.109084ms,102.125µs,[1]
8.440416ms,114.166µs,425.833µs,7.094125ms,109.167µs,[1]
8.498208ms,114.125µs,430.791µs,7.156376ms,101.873µs,[1]
8.541333ms,121.209µs,447.375µs,7.128042ms,103.167µs,[1]
8.479042ms,123.625µs,429.042µs,7.032251ms,103.418µs,[1]
8.510333ms,114.542µs,433.459µs,7.083416ms,116.918µs,[1]
8.4325ms,114.041µs,429.041µs,7.10854ms,101.5µs,[1]
8.504458ms,114.625µs,432.791µs,7.111625ms,102.041µs,[1]
8.461041ms,114.917µs,438.625µs,7.062959ms,100.959µs,[1]
9.503542ms,115.958µs,446.208µs,7.019125ms,101.459µs,[1]
8.541375ms,114.5µs,432.958µs,7.15154ms,103.083µs,[1]
8.494959ms,114.709µs,447.5µs,7.142622ms,101.458µs,[1]
8.5195ms,115µs,431.5µs,7.109748ms,101.417µs,[1]
8.528667ms,113.917µs,424.166µs,7.140542ms,101.833µs,[1]
8.419417ms,114.125µs,434.125µs,7.081751ms,103.125µs,[1]
8.481458ms,114.667µs,431.542µs,7.14321ms,102.416µs,[1]
9.391167ms,114.375µs,442.709µs,7.151833ms,102.79µs,[1]
8.480209ms,115.458µs,427.292µs,7.067418ms,102.419µs,[1]
8.486625ms,114.125µs,443.167µs,7.081417ms,103.334µs,[1]
8.459209ms,114.041µs,434.75µs,7.10604ms,108.087µs,[1]
8.530875ms,114.584µs,443.208µs,7.126791ms,107.96µs,[1]
8.463959ms,114.041µs,439.375µs,7.098415ms,102.167µs,[1]
8.412583ms,115.125µs,426.666µs,7.023664ms,102.082µs,[1]
9.004166ms,115.208µs,438.417µs,7.608668ms,110.082µs,[1]
8.443375ms,114µs,454.667µs,7.06171ms,103.459µs,[1]
8.498708ms,115.166µs,431.708µs,7.093625ms,102.207µs,[1]
8.470708ms,113.958µs,430µs,7.10304ms,102.208µs,[1]
8.415416ms,114.458µs,432µs,7.079123ms,107.751µs,[1]
8.531125ms,114.792µs,459.75µs,7.136875ms,102.291µs,[1]
8.463708ms,114.125µs,427.5µs,7.088625ms,118.374µs,[1]
9.13375ms,115.292µs,425.625µs,7.690877ms,101.333µs,[1]
8.43725ms,114.959µs,426.334µs,7.085998ms,101.666µs,[1]
8.45925ms,114.333µs,439.542µs,7.112584ms,103.835µs,[1]
8.535333ms,114.291µs,431µs,7.181584ms,101.207µs,[1]
8.526708ms,114.5µs,456.916µs,7.09925ms,101.874µs,[1]
8.398375ms,115.833µs,426.75µs,7.030168ms,103.164µs,[1]
8.461333ms,114.458µs,442.084µs,7.080375ms,114.877µs,[1]
8.460541ms,114.458µs,428.625µs,7.120419ms,102.457µs,[1]
8.518625ms,114.917µs,427.791µs,7.128416ms,102.292µs,[1]
8.535167ms,114.292µs,440.416µs,7.145375ms,102.499µs,[1]
8.392583ms,115.125µs,423.5µs,7.047625ms,102.251µs,[1]
8.531416ms,114.708µs,441.208µs,7.151125ms,113.044µs,[1]
8.52225ms,114.167µs,426.833µs,7.177833ms,102.584µs,[1]
8.509209ms,115.041µs,428.542µs,7.078125ms,102.626µs,[1]
8.4685ms,113.917µs,435.875µs,7.096624ms,102.665µs,[1]
8.38925ms,115µs,432.834µs,7.055083ms,101.292µs,[1]
8.554834ms,114.666µs,433.125µs,7.203502ms,103.833µs,[1]
8.548542ms,113.917µs,427.792µs,7.178585ms,101.249µs,[1]
8.4545ms,116.792µs,428.917µs,7.036582ms,102.289µs,[1]
8.437208ms,114.541µs,436.208µs,7.062501ms,100.834µs,[1]
9.057917ms,114.709µs,424.375µs,7.098459ms,101.001µs,[1]
8.5785ms,116.084µs,440.459µs,7.205707ms,104.002µs,[1]
8.587917ms,114.459µs,442.75µs,7.183456ms,104.584µs,[1]
8.365708ms,116.625µs,430.792µs,7.024667ms,101.793µs,[1]
8.497583ms,114.417µs,450.459µs,7.105249ms,101.709µs,[1]
8.540167ms,114.209µs,426.125µs,7.187ms,109.125µs,[1]
8.536458ms,114.542µs,428.375µs,7.154624ms,102.54µs,[1]
8.460958ms,114.041µs,426.833µs,7.121793ms,101.211µs,[1]
8.40625ms,114.417µs,426.125µs,7.065375ms,101.083µs,[1]
8.512458ms,114.709µs,454.834µs,7.123625ms,102.251µs,[1]
8.488625ms,114.375µs,427.75µs,7.141583ms,105.124µs,[1]
8.50925ms,116.167µs,433µs,7.055833ms,102.374µs,[1]
8.372625ms,114.75µs,432.125µs,7.035125ms,102.83µs,[1]
8.363292ms,115.042µs,426.834µs,7.034667ms,102.417µs,[1]
9.284167ms,115µs,461.875µs,7.04925ms,101.835µs,[1]
8.422167ms,114µs,431µs,7.088209ms,102.083µs,[1]
8.456875ms,114.875µs,428.5µs,7.054875ms,101.874µs,[1]
8.517416ms,114.625µs,450.292µs,7.139335ms,109.584µs,[1]
8.462542ms,114.083µs,428µs,7.125874ms,101.251µs,[1]
8.5095ms,114.958µs,427.041µs,7.127374ms,105.875µs,[1]
8.451ms,114.167µs,427.334µs,7.074416ms,101.459µs,[1]
8.92725ms,114.792µs,440µs,7.061083ms,102.626µs,[1]
8.576166ms,114.5µs,432.208µs,7.219336ms,102.917µs,[1]
8.599292ms,114.541µs,442.125µs,7.191375ms,100.664µs,[1]
8.427709ms,115.667µs,429.125µs,7.032916ms,101.206µs,[1]
8.457792ms,114.667µs,448.459µs,7.045207ms,103.458µs,[1]
8.428167ms,114.25µs,426.542µs,7.100167ms,103.208µs,[1]
8.527208ms,115.125µs,429.208µs,7.1915ms,101.959µs,[1]
9.303ms,114.583µs,440.625µs,7.175168ms,103.294µs,[1]
8.472416ms,115.25µs,426.917µs,7.0885ms,102.125µs,[1]
8.424041ms,114.291µs,437.083µs,7.07004ms,101.125µs,[1]
8.454958ms,114.834µs,429.667µs,7.122999ms,100.623µs,[1]
8.490417ms,114.834µs,430.5µs,7.118498ms,109.377µs,[1]
8.466334ms,114.166µs,424.333µs,7.080832ms,109.999µs,[1]
8.403333ms,115.333µs,422.75µs,7.033457ms,109.791µs,[1]
9.638917ms,115.375µs,443.083µs,7.125417ms,112.961µs,[1]
8.468917ms,114.875µs,451.833µs,7.086458ms,107.998µs,[1]
8.54525ms,115.583µs,429.75µs,7.152875ms,102.417µs,[1]
8.470166ms,114.375µs,434.167µs,7.078042ms,101.75µs,[1]
8.352ms,125.917µs,426.833µs,7.022209ms,100.624µs,[1]
8.54075ms,114.667µs,443.625µs,7.138835ms,103.375µs,[1]
8.565375ms,114.542µs,433.708µs,7.180833ms,110.167µs,[1]
9.296291ms,114.875µs,425.667µs,7.049998ms,102.123µs,[1]
8.51325ms,114.041µs,429.458µs,7.14129ms,102.376µs,[1]
8.425292ms,114.667µs,438.292µs,7.072417ms,107.876µs,[1]
8.5315ms,114.417µs,427.917µs,7.194ms,103.585µs,[1]
8.520875ms,121.375µs,425.75µs,7.185167ms,100.499µs,[1]
8.441334ms,116.667µs,427.833µs,7.032876ms,104.083µs,[1]
8.418083ms,114.25µs,427.667µs,7.059874ms,102.96µs,[1]
9.254208ms,114.791µs,427.625µs,7.925499ms,102.458µs,[1]
8.488875ms,114.5µs,436.667µs,7.132958ms,101.874µs,[1]
8.56075ms,114.541µs,446.625µs,7.162333ms,103.209µs,[1]
8.378542ms,115.167µs,426.5µs,7.027666ms,102.583µs,[1]
8.491625ms,114.291µs,437.958µs,7.108457ms,105.374µs,[1]
8.54225ms,113.917µs,437.5µs,7.198041ms,106.168µs,[1]
8.435917ms,114.542µs,436.542µs,7.070626ms,101.625µs,[1]
9.060167ms,114.667µs,425.958µs,7.696333ms,106.459µs,[1]
8.393292ms,114.375µs,440µs,7.05521ms,102.709µs,[1]
8.524292ms,115.291µs,439.458µs,7.153624ms,103.46µs,[1]
8.527042ms,113.958µs,452.125µs,7.138206ms,100.876µs,[1]
8.415708ms,117.291µs,426.916µs,7.036208ms,102.748µs,[1]
8.469875ms,114.167µs,448.666µs,7.059791ms,101.543µs,[1]
8.467041ms,114.208µs,431.75µs,7.12525ms,109.207µs,[1]
9.660666ms,114.792µs,1.501417ms,7.228041ms,103.667µs,[1]
8.455291ms,114.416µs,431.166µs,7.105499ms,103.584µs,[1]
8.428ms,114.917µs,430µs,7.050543ms,103.04µs,[1]
8.506208ms,114.5µs,447.5µs,7.122667ms,102.248µs,[1]
8.496125ms,113.875µs,435.958µs,7.120124ms,108.708µs,[1]
8.551375ms,115µs,428.167µs,7.152666ms,101.708µs,[1]
8.454542ms,114.375µs,430.333µs,7.120833ms,102µs,[1]
8.423333ms,118.667µs,429µs,7.03471ms,101.751µs,[1]
8.547042ms,114.916µs,429.625µs,7.150085ms,102.334µs,[1]
8.6085ms,114.5µs,429.375µs,7.260751ms,106.75µs,[1]
8.512541ms,115.291µs,426.917µs,7.084959ms,100.543µs,[1]
8.409792ms,114µs,426.125µs,7.056457ms,101.875µs,[1]
8.465833ms,114.166µs,423.542µs,7.141626ms,101.876µs,[1]
8.537334ms,114.875µs,426.625µs,7.175376ms,102.503µs,[1]
8.481541ms,114.417µs,452.208µs,7.095458ms,102.082µs,[1]
8.435959ms,117.542µs,431.708µs,7.033251ms,102.959µs,[1]
8.517042ms,114.5µs,433µs,7.090583ms,113.208µs,[1]
8.490875ms,113.791µs,432.25µs,7.1605ms,100.71µs,[1]
8.457041ms,128.084µs,438.666µs,7.089958ms,101.208µs,[1]
8.518125ms,114.5µs,439.417µs,7.140457ms,118.376µs,[1]
8.384083ms,114.833µs,435.916µs,7.047833ms,101.457µs,[1]
8.450083ms,114.958µs,439.334µs,7.079292ms,103.126µs,[1]
8.494667ms,114.167µs,437.667µs,7.135711ms,104.249µs,[1]
8.437541ms,115.792µs,426.459µs,7.061669ms,101.75µs,[1]
8.446208ms,114.583µs,426.292µs,7.067625ms,101.999µs,[0]
8.494791ms,114.917µs,441.958µs,7.146ms,103.833µs,[1]
8.5815ms,114.958µs,429.209µs,7.244373ms,102.457µs,[1]
9.387292ms,114.667µs,427.959µs,7.124499ms,103.126µs,[1]
8.421ms,116.583µs,428.875µs,7.044249ms,102.542µs,[1]
8.451459ms,114.458µs,452.334µs,7.068457ms,101.416µs,[1]
8.543167ms,114.709µs,432.25µs,7.195583ms,110.832µs,[1]
8.521125ms,114.375µs,428.875µs,7.111292ms,102.875µs,[1]
8.501333ms,114.5µs,428.917µs,7.14321ms,103.001µs,[1]
8.386958ms,117.125µs,426.333µs,7.040957ms,100.628µs,[1]
9.668833ms,115.416µs,440.417µs,7.100626ms,115.959µs,[1]
8.490709ms,114.166µs,433.875µs,7.097416ms,109.957µs,[1]
8.509833ms,114.208µs,430µs,7.115334ms,102.999µs,[1]
8.58375ms,114.083µs,432.25µs,7.226418ms,101.207µs,[1]
8.44775ms,114.5µs,428.5µs,7.109582ms,116.082µs,[1]
8.52175ms,114.458µs,430.792µs,7.179709ms,102.124µs,[1]
8.570625ms,114.083µs,428.875µs,7.165748ms,109.625µs,[1]
9.39725ms,115.208µs,425.375µs,7.059874ms,101.209µs,[1]
8.438917ms,114.375µs,434.166µs,7.050418ms,102.123µs,[1]
8.457625ms,114.333µs,441.833µs,7.093875ms,115.749µs,[1]
8.47675ms,114.416µs,425.541µs,7.135209ms,102.54µs,[1]
8.366167ms,115.5µs,437.75µs,7.026249ms,103.499µs,[1]
8.442167ms,115.292µs,446.041µs,7.070334ms,105.418µs,[1]
8.45025ms,114.291µs,426.375µs,7.071582ms,100.789µs,[1]
8.515416ms,114.583µs,435.833µs,7.146585ms,102.124µs,[1]
8.503125ms,122.75µs,428.458µs,7.126084ms,102.709µs,[1]
8.521917ms,114.333µs,432.125µs,7.136458ms,102.249µs,[1]
8.414166ms,114.75µs,430.875µs,7.06125ms,102.419µs,[1]
8.503167ms,114.583µs,453.209µs,7.11221ms,115.209µs,[1]
8.536916ms,114.25µs,437.459µs,7.154ms,104.377µs,[1]
8.491916ms,115µs,431.416µs,7.068666ms,103.249µs,[1]
9.19325ms,114.792µs,447.75µs,7.078628ms,102.627µs,[1]
8.406167ms,114.792µs,431.292µs,7.066581ms,102.75µs,[1]
8.622375ms,122.458µs,449.542µs,7.247291ms,102.665µs,[1]
8.5365ms,114.125µs,427.542µs,7.163584ms,100.831µs,[1]
8.4475ms,117.333µs,428.209µs,7.034498ms,101.876µs,[1]
8.44075ms,114.917µs,438.166µs,7.0585ms,103.5µs,[1]
8.487291ms,114.708µs,426.667µs,7.143126ms,107.874µs,[1]
9.07925ms,114.792µs,425.791µs,7.177958ms,102.75µs,[1]
8.502542ms,113.833µs,439.5µs,7.126039ms,101.957µs,[1]
8.493916ms,115.291µs,428.75µs,7.030333ms,110.542µs,[1]
8.488375ms,114.666µs,439.375µs,7.115249ms,109µs,[1]
8.515417ms,113.708µs,442.75µs,7.159459ms,101.624µs,[1]
8.458084ms,114.666µs,427µs,7.065915ms,102.082µs,[1]
8.43675ms,114.542µs,427.583µs,7.086874ms,101.832µs,[1]
9.52675ms,117.75µs,443.709µs,7.072041ms,107.249µs,[1]
8.5ms,115.083µs,437.833µs,7.135249ms,107.123µs,[1]
8.598ms,114.375µs,439.542µs,7.189375ms,102.377µs,[1]
8.41975ms,115.292µs,427.75µs,7.037585ms,101.666µs,[1]
8.452042ms,114.375µs,428.333µs,7.076791ms,101.25µs,[1]
8.433083ms,114.625µs,426.125µs,7.091582ms,102.084µs,[1]
8.4925ms,114.958µs,426.792µs,7.148793ms,102.29µs,[1]
9.096375ms,114.667µs,426.625µs,7.148541ms,104.958µs,[1]
8.423875ms,115.208µs,427.042µs,7.058206ms,102.666µs,[1]
8.526667ms,121.834µs,451.875µs,7.108749ms,115.792µs,[1]
8.440959ms,114.125µs,426.958µs,7.109874ms,101.333µs,[1]
8.456958ms,116µs,428.583µs,7.102834ms,103.959µs,[1]
8.481333ms,125.167µs,434.584µs,7.109374ms,100.417µs,[1]
8.353875ms,115.167µs,429.917µs,7.016833ms,105.29µs,[1]
9.413625ms,117.333µs,473.875µs,8.014458ms,104.418µs,[1]
8.462083ms,114.583µs,433.083µs,7.096959ms,101.209µs,[1]
8.553334ms,115.25µs,428.417µs,7.190918ms,102.499µs,[0]
8.4125ms,114.75µs,431.917µs,7.062001ms,102.292µs,[1]
8.398833ms,115.667µs,428.5µs,7.031335ms,102.167µs,[1]
8.833291ms,146.041µs,469.458µs,7.372999ms,122.251µs,[1]
8.655042ms,116.75µs,440.667µs,7.173999ms,105.458µs,[1]
9.511209ms,120.292µs,428.583µs,7.998375ms,104.126µs,[1]
8.532083ms,115.625µs,445.083µs,7.138ms,102.125µs,[1]
8.552125ms,115.875µs,454.708µs,7.148959ms,104µs,[1]
8.514166ms,115µs,439µs,7.147166ms,101.708µs,[1]
8.9295ms,115.583µs,459.541µs,7.529374ms,105.625µs,[1]
10.581459ms,125.583µs,485.25µs,8.854667ms,109.874µs,[1]
8.902208ms,148.625µs,431.875µs,7.420039ms,105.461µs,[1]
10.726584ms,131.708µs,495.375µs,9.124374ms,118.251µs,[1]
9.590417ms,130.666µs,492.959µs,8.038ms,118.374µs,[1]
8.568875ms,114.334µs,489.541µs,7.154666ms,116.961µs,[1]
8.604625ms,115.708µs,429.333µs,7.226083ms,105.957µs,[1]
9.230417ms,115.875µs,479.042µs,7.811125ms,105.333µs,[1]
9.930916ms,131.834µs,491.584µs,8.366417ms,120.208µs,[1]
10.549292ms,142.542µs,558.708µs,8.860959ms,120.373µs,[1]
10.659125ms,131.333µs,491.25µs,9.095627ms,119.624µs,[1]
9.910916ms,131.375µs,493.625µs,8.355624ms,119.042µs,[1]
12.452167ms,197.417µs,496.708µs,10.7105ms,142.418µs,[1]
11.067125ms,152.917µs,604.084µs,8.959498ms,160.749µs,[1]
10.101125ms,134.875µs,498.875µs,8.509959ms,119.166µs,[1]
10.195917ms,144.083µs,486.208µs,8.651416ms,118.835µs,[1]
9.992292ms,131.167µs,657.916µs,8.277543ms,131.457µs,[1]
9.602ms,130.75µs,502.458µs,8.032044ms,116.961µs,[1]
9.5505ms,129.916µs,491.458µs,8.01471ms,116.959µs,[1]
